,Text,Category
540,warning over tsunami aid website net users are being told to avoid a scam website that claims to collect cash on behalf of tsunami victims.  the site looks plausible because it uses an old version of the official disasters emergency committee webpage. however  dec has no connection with the fake site and says it has contacted the police about it. the site is just the latest in a long list of scams that try to cash in on the goodwill generated by the tsunami disaster.  the link to the website is contained in a spam e-mail that is currently circulating. the message s subject line reads  urgent tsunami earthquake appeal  and its text bears all the poor grammar and bad spelling that characterises many other phishing attempts. the web address of the fake site is decuk.org which could be close enough to the official www.dec.org.uk address to confuse some people keen to donate. patricia sanders  spokeswoman for the disaster emergency committee said it was aware of the site and had contacted the computer crime unit at scotland yard to help get it shut down. she said the spam e-mails directing people to the site started circulating two days ago shortly after the domain name of the site was registered. it is thought that the fake site is being run from romania. ms sanders said dec had contacted us net registrars who handle domain ownership and the net hosting firm that is keeping the site on the web.  dec was going to push for all cash donated via the site to be handed over to the official organisation. bt and dec s hosting company were also making efforts to get the site shut down  she said.  ms sanders said sending out spam e-mail to solicit donations was not dec s style and that it would never canvass support in this way. she said that dec hoped to get the fake site shut down as soon as possible. all attempts by the bbc news website to contact the people behind the site have failed. none of the e-mail addresses supplied on the site work and the real owner of the domain is obscured in publicly available net records. this is not the first attempt to cash in on the outpouring of goodwill that has accompanied appeals for tsunami aid. one e-mail sent out in early january came from someone who claimed that he had lost his parents in the disaster and was asking for help moving an inheritance from a bank account in the netherlands. the con was very similar to the familiar nigerian forward fee fraud e-mails that milk money out of people by promising them a cut of a much larger cash pile. other scam e-mails included a link to a website that supposedly let people donate money but instead loaded spyware on their computers that grabbed confidential information. in a monthly report anti-virus firm sophos said that two e-mail messages about the tsunami made it to the top 10 hoax list during january. another tsunami-related e-mail is also circulating that carries the zar worm which tries to spread via the familiar route of microsoft s outlook e-mail program. anyone opening the attachment of the mail will have their contact list plundered by the worm keen to find new addresses to send itself to.,tech
541,text message record smashed again uk mobile owners continue to break records with their text messaging  with latest figures showing that 26 billion texts were sent in total in 2004.  the figures collected by the mobile data association (mda) showed that 2.4 billion were fired off in december alone  the highest monthly total ever. that was 26% more than in december 2003. the records even surpassed the mda s own predictions  it said. every day 78 million messages are sent and there are no signs of a slow down. before december s bumper text record  the previous highest monthly total was in october 2004  when 2.3 billion were sent. text messaging is set to smash more records in 2005 too  said the mda  with forecasts suggesting a total of 30 billion for the year.  even though mobiles are becoming increasingly sophisticated with much more multimedia applications  texting is still one of the most useful functions of mobiles. people are using sms to do much more too. booking cinema tickets  text voting  and news or sports text alerts are growing popular. mobile owners have also given the chance to donate to the disasters emergency committee s (dec) asian tsunami fund by texting  donate  to a simple short code number. looking further ahead in the year  the mda s chairman mike short  has predicted that more people will go online through their mobiles  estimating 15 billion wap page impressions. handsets with gprs capability - an  always on  net connection - will rise to 75%  while 3g mobile ownership growing to five million by the end of 2005. these third generation mobiles offer a high-speed connection which means more data like video can be received on the phone. globally  mobile phone sales passed 167 million in the third quarter of 2004  according to a recent report from analysts gartner. that was 26% more than the previous year. it is predicted that there would be two billion handsets in use worldwide by the end of 2005.,tech
542,chelsea clinch cup in extra-time (after extra-time - score at 90 mins 1-1)  john arne riise volleyed liverpool ahead after 45 seconds but steven gerrard scored a 79th-minute own goal. blues boss jose mourinho was sent off for taunting liverpool fans after the goal and he watched on television as his side went on to win the game. drogba and kezman scored from close range before antonio nunez s header made for a tense finale. it was an amazing climax which gave mourinho his first silverware as chelsea manager. yet it was controversial too  after mourinho s sending off  apparently for putting his finger to his lips to hush the liverpool fans. there was no hushing them after the extraordinary opening in which the reds took a stunning lead inside the first minute.  riise could not have connected any better with morientes  cross as he smashed a left-foot volley past petr cech. the goal  the quickest-ever in a league cup final  stunned a blues side whose previously rock-solid confidence had been shaken by consecutive losses to newcastle and barcelona in the previous week. the blues  attacking chances were limited  and jerzy dudek was equal to frank lampard s powerfully-struck drive and drogba s low shot. despite their frustration  chelsea began to dominate midfield without seriously threatening to break liverpool s well-organised defence.  joe cole had a shot blocked and a promising damien duff break was halted by a good tackle from djimi traore  but the reds reached half-time without any major scares. the blues began the second half with more urgency and pegged liverpool back. nevertheless  liverpool were living dangerously and they needed a fantastic double save from dudek on 54 minutes  first at full stretch from gudjohnsen s header  then to smother william gallas  follow-up. and despite chelsea s possession  it was liverpool who fashioned the next clear opportunity as luis garcia fed dietmar hamann whose shot forced a superb save from cech. and the blues  increasingly adventurous approach saw liverpool earn another chance on the break on 75 minutes as paulo ferreira denied gerrard with a last-ditch tackle. but gerrard was on the scoresheet minutes later - in the most unfortunate fashion - as he inadvertently deflected ferrerira s free-kick past his own keeper and in off the post to bring chelsea level. that prompted mourinho s reaction which saw him sent off  but chelsea still pressed and duff had a chance to win the game with seven minutes remaining. dudek saved bravely at the irishman s feet  while milan baros shot wildly at the other end to ensure extra time. drogba almost headed chelsea in front two minutes into extra-time but the striker saw the ball rebound off the post. but seconds after the half-time interval  drogba made no mistake  picking the ball up from glen johnson s long throw inside the six-yard box and sidefooting home. and kezman appeared to have made the game safe as he netted from close range after gudjohnsen s cross in the 110th minute. there was still drama as nunez beat cech to a high ball with six minutes remaining to head his side level  but despite liverpool s desperate attacks  chelsea clung on to win.  dudek  finnan  carragher  hyypia  traore (biscan 67)  luis garcia  gerrard  hamann  riise  kewell (nunez 56)  morientes (baros 74).  subs not used: pellegrino  carson.  hyypia  traore  hamann  carragher.  riise 1  nunez 113.  cech  paulo ferreira  ricardo carvalho  terry  gallas (kezman 74)  jarosik (gudjohnsen 45)  lampard  makelele  cole (johnson 81)  drogba  duff.  subs not used: pidgeley  tiago.  lampard  kezman  drogba  duff.  gerrard 79 og  drogba 107  kezman 112.  78 000  s bennett (kent).,sport
543,blackburn v burnley ewood park  tuesday  1 march  2000 gmt  howard webb (south yorkshire)  home to leicester in the quarter-finals  but defender andy todd is suspended and could be replaced by dominic matteo - if he recovers from a hamstring injury. burnley have major injury concerns over frank sinclair and john mcgreal. michael duff looks set to continue at right-back with john oster in midfield and micah hyde is expected to recover from a knee injury.  - blackburn boss mark hughes:  burnley are resolute and have individual talent but i fully expect us to progress.  i thought we were comfortable in the first game and never thought we were under pressure.  it s a competition we want to progress in and we are doing okay. if we beat burnley  we have a home tie against another lower league club (leicester).    - burnley boss steve cotterill:  they will be fresh and we ll be tired. that is an honest opinion but our lads just might be able to get themselves up for one more big game.  the atmosphere at the last game was very hot - a good verbal contest.  our fans will not need whipping up for this game. i just want them to help us as much as they can in a positive way.  key match stats   - blackburn rovers against bolton is part two of an east lancashire hotpot that didn t turn out to be that spicy when first staged on a sunday lunchtime the weekend before last  and resulted in a scrappy goalless draw.   - rovers  who are aiming to win the cup for a seventh time in their history and first time in 77 years  face another replay against championship opposition after eventually disposing of cardiff at ewood park in the third round. but they ve not been beaten in the competition by a club outside the premiership for nine years  since ipswich - then in the second tier - defeated them 0-1 after extra time in a third round replay at ewood park on 16 january 1996. history is on rovers side. when they last met their near neighbours in the fa cup 45 years ago  it also required an ewood park replay  which the home side won 2-0  and when they last met in the league  rovers did the double. they first won their nationwide division one trip to turf moor 0-2 four seasons ago  and then thrashed the clarets on home soil 5-0.   - manager mark hughes  who won the cup four times as a player  is aiming to steer rovers into the quarter-finals for the second time in 12 years  and first time since the 2000/2001 season. success here  and victory home to leicester in the next round  could see rovers in the semi-finals without having played premiership opposition.   - burnley make the eight mile journey to their fierce rivals  determined to send blackburn the same way as liverpool in the third round. but having failed to pull off another shock at turf moor  it could be that the championship outfit - 17 places inferior on the league ladder - have missed their best opportunity. having said that  burnley are yet to concede a goal in this cup run.   - steve cotterills  clarets have been knocked out in the fifth round four times in the last seven years  and have made only one appearance in the sixth round in 21 years. that was in the season before last  when they disposed of premiership fulham at this fifth round stage.   - while blackburn have not played since the fifth round tie  burnley have had two league outings away from home  drawing 1-1 at derby and losing 1-0 at preston. that takes their winless run to four games. the combatants from one-time prosperous mill towns  are both founder members of the football league. head to head  16th prem  winners (six times)  13th championship  winners (once),sport
544,blogs take on the mainstream web logs or blogs are everywhere  with at least an estimated five million on the web and that number is set to grow.  these online diaries come in many shapes and styles  ranging from people willing to sharing their views  pictures and links  to companies interested in another way of reaching their customers. but this year the focus has been on blogs which cast a critical eye over news events  often writing about issues ignored by the big media or offering an eye-witness account of events. most blogs may have only a small readership  but communication experts say they have provided an avenue for people to have a say in the world of politics. the most well-known examples include iraqi salam pax s accounts of the us-led war  former iranian vice-president mohammad ali abtahi exclusive insight into the islamic republic s government  and the highs and lows of the recent us election campaign. there are already websites pulling together these first-hand reporting accounts heralded by blogs  like wikinews.com  launched last november.  the blogging movement has been building up for many years.  andrew nachison  director of the media center  a us-based think-tank that studies media  technology and society  highlights the us presidential race as a possible turning point for blogs.  you could look at that as a moment when audiences exercised a new form of power  to choose among many more sources of information than they have never had before   he says.  and blogs were a key part of that transformation.  among them were blogs carrying picture messages  saying  we are sorry  for george w bush s victory and the responses from his supporters. mr nachison argues blogs have become independent sources for images and ideas that circumvent traditional sources of news and information such as newspapers  tv and radio.  we have to acknowledge that in all of these cases  mainstream media actually plays a role in the discussion and the distribution of these ideas   he told the bbc news website.  but they followed the story  they didn t lead it.   some parts of the so-called traditional media have expressed concerns about this emerging competitor  raising questions about the journalistic value of blogs.  others  like the french newspaper le monde  have applied a different strategy  offering blogs as part of its content.  i don t think the mission and role of journalism is threatened. it is in transition  as society itself is in transition   says mr nachison. however  he agrees with other experts like the linguist and political analyst noam chomsky  that mainstream media has lost the traditional role of news gatekeeper.  the one-to-many road of traditional journalism  yes  it is threatened. and professional journalists need to acclimate themselves to an environment in which there are many more contributors to the discourse   says mr nachison.  the notion of a gatekeeper who filters and decides what s acceptable for public consumption and what isn t  that s gone forever.   with people now walking around with information devices in their pockets  like camera or video phones  we are going to see more instances of ordinary citizens breaking stories.   it seems unlikely that we will end up living in a planet where every human is a blogger.  but the current number of blogs is likely to keep on growing  in a web already overloaded with information. blog analysis firm technorati estimates the number of blogs in existence  the so-called blogosphere  has already exceeded five million  and is growing at exponential levels. tools such as google s blogger  movabletype and the recently launched beta version of msn spaces are making it easier to run a blog. us research think-tank pew internet & american life says a blog is created every 5.8 seconds  although less than 40% of the total are updated at least once every two months. but experts agree that the phenomenon  allowing individuals to publish  share ideas  exchange information  comment on current issues  post images or video on the web easily  is here to stay.  we are entering one era in which the technological infrastructure is creating a different context for how we tell our stories and how we communicate with each other   said mr nachison.  and there s going to be bad that comes with the good.,tech
545,blind student  hears in colour  a blind student has developed software that turns colours into musical notes so that he can read weather maps.  victor wong  a graduate student from hong kong studying at cornell university in new york state  had to read coloured maps of the upper atmosphere as part of his research. to study  space weather  mr wong needed to explore minute fluctuations in order to create mathematical models. a number of solutions were tried  including having a colleague describe the maps and attempting to print them in braille. mr wong eventually hit upon the idea of translating individual colours into music  and enlisted the help of a computer graphics specialist and another student to do the programming work.   the images have three dimensions and i had to find a way of reading them myself   mr wong told the bbc news website.  for the sake of my own study - and for the sake of blind scientists generally - i felt it would be good to develop software that could help us to read colour images.  he tried a prototype version of the software to explore a photograph of a parrot. in order to have an exact reference to the screen  a pen and tablet device is used. the software then assigns one of 88 piano notes to individually coloured pixels - ranging from blue at the lower end of this scale to red at the upper end. mr wong says the application is still very much in its infancy and is only useful for reading images that have been created digitally.  if i took a random picture and scanned it and then used my software to recognise it  it wouldn t work that well.   mr wong has been blind from the age of seven and he thinks that having a  colour memory  makes the software more useful than it would be to a scientist who had never had any vision.  as the notes increase in pitch i know the colour s getting redder and redder  and in my mind s eye a patch of red appears.  the colour to music software has not yet been made available commercially  and mr wong believes that several people would have to work together to make it viable. but he hopes that one day it can be developed to give blind people access to photographs and other images.,tech
546,chelsea denied by james heroics a brave defensive display  led by keeper david james  helped manchester city hold the leaders chelsea.  after a quiet opening  james denied damien duff  jiri jarosik and mateja kezman  while paul bosvelt cleared william gallas  header off the line. robbie fowler should have scored for the visitors but sent his header wide. chelsea had most of the possession in the second half but james kept out frank lampard s free-kick and superbly tipped the same player s volley wide. city went into the game with the proud record of being the only domestic team to beat chelsea this season. and there was little to alarm them in the first 30 minutes as chelsea - deprived of arjen robben and didier drogba through injury - struggled to pose much of a threat. indeed  it was the visitors who looked likelier to enliven a drab opening played at a lethargic pace. shaun wright-phillips - watched by england boss sven-goran eriksson - showed his customary trickery to burst into the right of the area and deliver a dangerous ball  which was blocked by john terry. but chelsea suddenly stepped up a gear and created a flurry of chances. first  duff got round ben thatcher and blasted in a shot that james parried to kezman  who turned the ball wide.  soon afterwards  jarosik found space in the area to powerfully head lampard s corner goalwards but james tipped the ball over. chelsea were now looking more like premiership leaders and james kept out kezman s fierce drive before bosvelt and james combined to clear gallas  header from duff s corner. city broke swiftly up the field and the last chance of a frenetic spell should have resulted in fowler celebrating his 150th premiership goal. wright-phillips raced down the left and crossed to fowler but city s lone man up front  left free by terry s slip  contrived to head wide when it seemed a breakthrough was certain. the second half started as quietly as the first  although james was forced to divert a cross from the lively duff away from eidur gudjohnsen s path. there was a nasty moment for petr cech  looking for a ninth straight clean sheet in the league  when a series of ricochets saw fowler chase a loose ball in the area and collide accidently with the czech republic stopper. another quiet spell followed  which duff interrupted with a surging run that was halted illegally on the edge of the penalty area by bosvelt. lampard stepped up to blast a shot through the wall and james somehow blocked it with his legs. another timely challenge  this time from richard dunne in time added on  prevented gudjohnsen from getting in a shot. there was still time for james to produce a sensational save to tip lampard s volley round the post.  cech  paulo ferreira  gallas  terry  bridge  jarosik (tiago 56)  lampard  makelele  duff  gudjohnsen  kezman (cole 63).  subs not used: johnson  smertin  cudicini.  makelele  gudjohnsen.  james  mills  distin  dunne  thatcher  shaun wright-phillips  bosvelt  barton  sibierski (mcmanaman 85)  musampa  fowler.  subs not used: macken  weaver  onuoha  jordan.  bosvelt.  42 093  h webb (s yorkshire).,sport
547,google launches tv search service the net search giant google has launched a search service that lets people look for tv programmes.  the service  google video beta  searches closed caption information that comes with programmes. it only searches us channel content currently. results list programmes with still images and text from the point where the search phrase was spoken. it should expand over time to include content from more channels  said a google spokesperson. the first version of the service is part of google s expanding efforts to be a ubiquitous search engine for people to find what they want on the web and beyond.  we think tv is a big part of people s lives   said jonathan rosenberg  google s vice president of product management.  ultimately  we would like to have all tv programming indexed.   google video has been indexing us-based programmes from pbs  the nba  fox news  and c-span since december. but there were few clues from google about when more global broadcasters would be included.  over time  we plan to increase the number of television channels and video content available via google video but don t have more product details to share with you today   a google spokesperson told the bbc news website.  the results thrown up by the search will also include programme and episode information like channel  date and time. it also lets people find the next time and channel where a programme will aired locally using a us zip code search function. rival search engine yahoo has been developing a similar type of video search for webcasts and tv clips which it promotes from its homepage. it offers direct links to websites with movies or other clips relevant to the search query  but does not pinpoint when the search query occurred. a spokeswoman told the financial times on monday that yahoo was adding captioning for bloomberg  bbc and bskyb broadcasts. a smaller service  blinkx.tv  was launched last month. it searches for and links to tv news  film trailers  and other video and audio clips.,tech
548,finding new homes for old phones re-using old mobile phones is not just good for the environment  it has social benefits too.  research has found that in some developing nations old mobile phones can help close the digital divide. the forum for the future research found that the low cost of these recycled handsets means they can have a very useful second life in poorer nations. but the forum found that more needed to be done to collect old phones rather than let them rot in landfill sites.  the report reveals that approximately 15 million mobile phones go out of use every year in the uk. of the 15 million that are swapped for newer models each year  only 25% get returned to mobile phone firms for recycling or re-use. the slowly growing mass of unrecycled  discarded phones has now reached 90 million handsets  the equivalent of 9 000 tonnes of waste  estimates james goodman  report author and a senior adviser at the forum for the future.  it s quite common for people to have two or three phones just lying around   said mr goodman.  many of these older phones could end up in landfill sites leaking the potentially toxic materials they are made of into the wider world  said mr goodman. far better  he said  to hand the phone back to an operator who can send it overseas where it can enjoy a second lease of life.  we ve heard the environmental argument for handing a phone back   said mr goodman   but there s a strong social argument too.  older mobile phones are proving particularly useful in poorer nations where people want to use a mobile and keep in touch with friends and family but do not have the income to buy the most up to date model. the forum for the future report took an in-depth look at romania where reconditioned mobile phones were proving very popular.  it s an interesting country because it has a really crap fixed line network   said mr goodman   and there s a real desire for people to get mobile phones.  but the relatively low wages in romania  which is one of the poorest countries in europe  mean few people can afford a shiny new phone.  the affordability of the handsets is a real barrier to getting one   he said. reconditioned handsets have boosted take-up of mobiles as the report revealed that almost one-third of romanian pre-pay mobile phone users were using reconditioned handsets. the re-used handsets tend to be about one-third of the price of a new handset. georgeta minciu  a romanian part-time cleaner  said:  normally a mobile phone would not be possible on my wages. i am a single parent - keeping in touch with my daughter is important to me.   this is the only way i can afford to have a phone   she said. mr goodman said phone operators and consumers needed to do more to ensure that more of britain s mobile mountain made it overseas. but  he added  those keen to use a mobile will not accept any old handset.  if its more than a few years old people are not going to want it   he said.,tech
549,hewitt falls to dent lleyton hewitt suffered a shock defeat to taylor dent in the quarter-finals of the australian hardcourt championships in adelaide on friday.  the top seed was a strong favourite for the title but went down 7-6 (7-4) 6-3 to the american. dent will face juan ignacio chela next after the fourth seed was too strong for jurgen melzer. olivier rochus beat third seed nicolas kiefer 6-7 (4-7) 7-6 (8-6) 7-5 and will take on second seed joachim johansson. the swede reached the last four by beating compatriot thomas enqvist 6-3 4-6 6-1.  i felt like i was striking the ball much better   said johansson.  i felt like i had a lot of break chances  i didn t take care of them all  but i broke him four times and he only broke me once.  i felt that was the key to get up in the set early.,sport
550,fa charges liverpool and millwall liverpool and millwall have been charged by the football association over crowd trouble during their carling cup match on 26 october.  millwall  who lost the match 3-0  have also been charged over alleged racist behaviour by their supporters. during the match at millwall s new den stadium  seats were ripped up and four people were ejected from the ground. a disabled fan was injured at the perimeter of the pitch and riot police were needed to control the situation. liverpool fans claimed the trouble was sparked by chants about the hillsborough disaster  where 96 supporters were crushed to death in april 1989. but lions chairman theo paphitis has denied the claims. he has said cctv footage showed the catalyst for the trouble was a liverpool fan attacking a millwall fan in the west stand. however  millwall have been charged with two breaches of fa rules. they have been charged with failing to ensure that fans refrained from racist and/or abusive behaviour and for failing to prevent spectators throwing missiles onto the pitch. liverpool have been charged with one breach for failing to prevent their fans conducting themselves in threatening and/or violent and/or provocative behaviour. both clubs have until 23 december to respond.,sport
551,mac mini heralds mini revolution the mac mini was launched amid much fanfare by apple and great excitement by apple watchers last month. but does the latest macintosh justify the hype  let us get a few things dealt with at the outset - yes  the mac mini is really  really small  and yes  it is another piece of inspired apple design. there is more to be said on the computer s size and design but it is worth highlighting that the mac mini is a just a computer. inside that small box there is a g4 processor  a cd/dvd player  a hard drive  some other technical bits and bobs and an operating system. a dvd burner  wireless and bluetooth technologies can be bought at extra cost. and if you do not have a monitor  keyboard or mouse then you will need to purchase those also.  it is not the fastest computer for the money but for under £400 you are getting something more interesting than mere technical specifications - apple software. the mac mini comes bundled with mac os x  the operating system  as well as ilife 05  a suite of software which includes itunes  web browser safari  iphoto  garage band and idvd. i doubt many pc lovers would seriously argue that windows xp comes with a better suite of programs than mac os x.  of course  users of open source operating system linux draw up their own menu of programs. for people who want to do interesting things with their music  photos and home movies then a mac mini is an ideal first computer or companion to a main computer.  it s a good little machine with a reasonable amount of power and just perfect for the average computer user who wants to leave the tyranny of window and viruses   said mark sparrow  technical and reviews editor at mac format magazine. he added:  in essence  it s a laptop in a biscuit tin  minus the screen and the keyboard.  the software bundle that comes with the mini makes your average budget pc look a bit sick.  the relatively low price of the machine has also encouraged the more technically-savvy to experiment with their macs. one user has already created a  dock  to enable him to plug in and out his mac mini in his car.  the small size of the machine makes it a practical solution for in-car entertainment - playing movies and music - as well as navigation. another user has mounted his mac mini to the back of his large plasma screen and then controls the computer via a wireless keyboard and mouse. when it was first announced some pundits thought the mini was designed as a sort of stealth media centre - ie the machine would be used to serve tv programmes  music  films and photos - partly due to its small  living room friendly design. but there are obvious reasons why this is not the case - at least not in the here and now the hard drive - at 80gb for the larger model - is too small to be realistically used as media centre.  while commercial personal video recorders are on the market with smaller than 80gb hard drives it is worth remembering that they only store tv content. a media centre computer has to store music  files and photos and as such 80gb just seems too small. most pcs running windows media center have at least 120gb hard disks. coupled with the lack of a tv tuner card  a digital audio out and any kind of media centre software bundled with the machine then the mac mini should be judged on what it is  not what it is not. but that has not stopped more enterprising users from adapting the mac mini to media centre uses. so - is the mac mini just another computer or a revolution in computing  graham barlow  editor of mac format  understandably has a rather partisan viewpoint.  it s just a mac  but we should be very excited - it s revolutionary in its size (smaller than pcs)  looks (looks better than pcs)  and the fact that it s the first mac designed to really go for the low-cost pc market.  the design of the mac mini is further evidence of a future when pcs are more than just bland  bulky boxes. there are a number of companies who already produce miniature pcs based on mini-itx motherboards. but at the moment these pcs tend to be either for the home-build enthusiast or expensive pre-built options based around microsoft s media center software. but for the value the mac mini offers  bringing some of the best software packages within reach of more consumers than ever before  apple is to be congratulated. let us say then that if the mac mini is not a fully fledged revolution - it is a mini revolution.,tech
552,finnan says irish can win group steve finnan believes the republic of ireland can qualify directly for the world cup finals.  after saturday s superb display in the draw in paris  ireland face minnows the faroe islands in dublin on wednesday. the versatile finnan  who starred against the french  is confident the group is ireland s for the taking.  there is a chance for us now to go on  win our home games and why not win the group  even though it s a tough one   said the liverpool player. switzerland  ireland  france and israel are all now tied on five points from three matches - although the republic look to have a slight edge after claiming away draws in basel and paris.  in basel we did not play great football  but when you to go to these places the other teams are going to have the majority of the game.  in paris  we looked good throughout the team and a point was the least we deserved because we had a number of chances.   looking back  we had an opportunity to get the three points  but we are happy with a point and that will give us confidence going into wednesday s game.  on paper  we have got the toughest matches out of the way and we have set standards for ourselves.  automatic qualification is there. it would certainly be good to avoid a play-off  but on the back of a couple of good results i don t see why we can t win the group.  manager brian kerr was keen to mention the contribution of stephen carr and finnan on ireland s right flank at the stade de france. finnan s normal position is right-back but he looked assured in a more advanced position against the french.  as i play on the right for my club and being a natural right-back  it was something he (kerr) looked at because france play strongly down the left-hand side.  so i was happy to play and stephen carr and i enjoyed the game  particularly as the defence and midfield held together well and nullified their attacks.,sport
553,borders 19-20 ulster ulster clung on for a morale-boosting celtic league win over bottom club borders at netherdale on friday night.  a late try by borders substitute jonny weston had set up a dramatic finish  but the scottish side could not complete the fightback. ulster had led 20-6 with tries from paul steinmetz and bryn cunningham. but the irish province failed to add to the tally in the second half and ended up relieved to get the win to lift them to eighth place in the table. borders had edged ahead with a sixth-minute penalty by charlie hore - only to hand the visitors the initiative via a gift try. calum macrae surrendered possession before centre steinmetz sent a chip into the danger zone. substitute joe pattison - who had come on for the injured gareth morton - wrongly thought the ball was trickling out of play and eased up on the chase.  the speedy steinmetz had other ideas and he raced up to get the vital touch in the nick of time  giving adam larkin an easy conversion. ally warnock clawed back three points for borders  but they were soon hit by another double-blow. first  mark blair was yellow carded for killing the ball on the ground and then full-back cunningham bagged the second touchdown in the wake of fine work by skipper andy ward. larkin again added the extras. even worse was to come for borders when larkin kicked two more penalties just before the break  the second of which also led to kelly brown being sin-binned. the hosts gave themselves a glimmer of hope immediately after the restart  however  when warnock struck a penalty at the other end. and he repeated the feat to set up the tense finale. ulster coach mark mccall said he was delighted to get the victory.  borders are a tougher proposition this year in spite of the fact that they have not had a victory in some time   said mccall.  in the first 20 minutes we were edgy but in the second 20 minutes we played some of our best rugby this season and scored two good tries.   morton  moffat  macrae  hore  berthinussen  warnock  moore  thomson  ford  douglas  blair  stewart  gray  brown  mcentee.  kay  parr  mcgee  rennick  weston  millar  pattison.  cunningham  maxwell  bell  steinmetz  howe  larkin  campbell  s. best  shields  moore  frost  mccullough  ward  feather  n. best.  brady  mccormick  longwell  browne  doak  s. young  bowe.  phil fear (wru),sport
554,gadget show heralds mp3 christmas partners of those who love their hi-tech gear may want to get their presents in early as experts predict a gadget shortage this christmas.  with apple s ipod topping wish lists again  there may not be enough ipod minis to go round  predicts oliver irish  editor of gadget magazine stuff.  the ipod mini is likely to be this year s tracey island   said mr irish. stuff has compiled a list of the top 10 gadgets for 2004 and the ipod is at number one.  for anyone bewildered by the choice of gadgets on the market  stuff and what hi-fi  are hosting a best-of gadget show in london this weekend. star of the show will be sony s qrio robot  an all-singing  all-dancing  football-playing man-machine who can even hold intelligent conversations.  but he is not for sale and sony has no commercial plans for the robot.  he will greet visitors and is flying in from japan. he probably has his own airplane seat  that is how highly sony prize him   said mr irish. also on display will be a virtual keyboard which projects itself onto any flat surface. the event will play host to a large collection of digital music players  from companies such as creative  sony and philips as well as the ubiquitously fashionable ipod from apple. suggestions that it could be a gaming or wireless christmas are unlikely to come true as mp3 players remain the most popular stocking filler  said mr irish.  demand is huge and apple has promised that it can supply enough but people might struggle to get their hands on ipod minis   said mr irish.  for those who like their gadgets to be multi-talented  the gizmondo  a powerful gaming console with gps and gprs  that also doubles up as an mp3 player  movie player and camera  could be a must-have.  what is impressive is how much it can do and how well it can do them   said mr irish. this christmas  gadgets will not be an all-male preserve.  women will be getting gadgets from husbands and boyfriends as well as buying them for themselves   said mr irish.  gadgets nowadays are lifestyle products rather than just for geeks.,tech
555,fast lifts rise into record books two high-speed lifts at the world s tallest building have been officially recognised as the planet s fastest.  the lifts take only 30 seconds to whisk passengers to the top of the 508m tall tfc 101 tower in taipei  taiwan. the guinness book of records has declared the 17m per second speed of the two lifts the swiftest on earth. the lifts also have a pressure control system to stop passengers  ears popping as they ascend and descend at high speed.  in total  the tfc tower has 61 lifts  34 of them double-deckers  and 50 escalators to shuttle people around its 106 floors. the tfc 101 tower is due to be officially opened on 31 december.  the super-fast lifts can speed up to 24 passengers to the tip of the tower in about 30 seconds  while ascending their 382m track. the 17m/s top speed of the lifts translates to about 38mph (61km/h). curiously the lifts take longer to descend and spend almost a whole minute returning to ground level from the top of the tfc tower. the key new technologies applied in the world s fastest elevators include:    - a pressure control system  which adjusts the atmospheric pressure inside a car by using suction and discharge blowers  preventing  ear popping    - an active control system which tries to balance the lift more finely and remove the sources of vibrations   - streamlined cars to reduce the whistling noise produced by running the lifts at a high speed inside a narrow shaft      the certification of our elevators as world record-holders by the authoritative guinness world records is a great honour for us   said masayuki shimono  president of manufacturer toshiba elevator and building systems which installed the lifts. the first record for the world s fastest passenger elevators was published in the first edition of the guinness book of records in 1955.  as such  it is an interesting indicator of how technology has advanced in the 50 years since that first edition  when the record was 426m per minute  or 25.6 km/h  less than half the speed of the new record   said hein le roux  specialist researcher at the guinness world records. taipei s tfc 101 tower is more than 50m taller than the petronas towers in kuala lumpur  malaysia - formerly the world s tallest skyscraper.,tech
556,tottenham bid &#163;8m for forest duo nottingham forest have confirmed they have received an £8m bid from tottenham for andy reid and michael dawson.  reid rejected a move to southampton after forest accepted a cash-plus-players offer while spurs had made previous bids for the 22-year-old. spurs had also made an undisclosed offer for 21-year-old defender dawson. forest chief executive mark arthur said:  we ve received an £8m bid from spurs for the two players and we re considering the offer.  southampton s offer for republic of ireland international reid comprised £3m-plus and two players - brett ormerod and darren kenton.  spurs had seen previous bids of £3m  £4m and £5m for reid rejected by the championship club.,sport
